,Refer,45,81,,,,,,,,,,,,,,,,,
,Refined C,45,81,,,,,,,,,,,,,,,,,
,reflex-framework,45,81,,,,,,,,,,,,,,,,,
,RefLisp,45,81,,,,,,,,,,,,,,,,,
,reforth,45,81,,,,,,,,,,,,,,,,,
,REGENT,45,81,,,,,,,,,,,,,,,,,
,Regina,45,81,,,,,,,,,,,,,,,,,
,Regular Expressions,45,81,,,,,,,,,,,,,,,,,
,REGULUS,45,81,,,,,,,,,,,,,,,,,
,Reia,45,81,,,,,,,,,,,,,,,,,
,Reko,45,81,,,,,,,,,,,,,,,,,
,REL,45,81,,,,,,,,,,,,,,,,,
,REL English,45,81,,,,,,,,,,,,,,,,,
,Relational Data File,45,81,,,,,,,,,,,,,,,,,
,Relationlog,45,81,,,,,,,,,,,,,,,,,
,relax,45,81,,,,,,,,,,,,,,,,,
,RELAX NG,45,81,,,,,,,,,,,,,,,,,
,RELFUN,45,81,,,,,,,,,,,,,,,,,
,Relix,45,81,,,,,,,,,,,,,,,,,
,rel-lang,45,81,,,,,,,,,,,,,,,,,
,remix,45,81,,,,,,,,,,,,,,,,,
,Ren,45,81,,,,,,,,,,,,,,,,,
,Ren-C,45,81,,,,,,,,,,,,,,,,,
,RenderMan Shading Language,45,81,,,,,,,,,,,,,,,,,
,RenderScript,45,79,,,,,,,,,,,,,,,,,
,Ren'Py,45,81,,,,,,,,,,,,,,,,,
,Rescript,45,81,,,,,,,,,,,,,,,,,
,resharper-editor,45,81,,,,,,,,,,,,,,,,,
,REST,37,76,,,,,,,,,,,,,,,,,
,Restricted Python,45,81,,,,,,,,,,,,,,,,,
,reStructuredText,45,81,,,,,,,,,,,,,,,,,
,RetDec,45,81,,,,,,,,,,,,,,,,,
,retroforth,45,81,,,,,,,,,,,,,,,,,
,Reuse Description Language,45,81,,,,,,,,,,,,,,,,,
,Reverse Polish notation,45,81,,,,,,,,,,,,,,,,,
,Revolution,45,81,,,,,,,,,,,,,,,,,
,Rexon,45,81,,,,,,,,,,,,,,,,,
,Rexx,41,63,,,,,,,,,,,,,,,,,
,RFC,44,80,,,,,,,,,,,,,,,,,
,RF-Maple,45,81,,,,,,,,,,,,,,,,,
,RHET,45,81,,,,,,,,,,,,,,,,,
,rhine,45,81,,,,,,,,,,,,,,,,,
,Rholang,45,81,,,,,,,,,,,,,,,,,
,rhoscript,45,81,,,,,,,,,,,,,,,,,
,RHTML,45,81,,,,,,,,,,,,,,,,,
,RicScript,45,81,,,,,,,,,,,,,,,,,
,rider-editor,45,81,,,,,,,,,,,,,,,,,
,Riff,45,81,,,,,,,,,,,,,,,,,
,RIGAL,45,81,,,,,,,,,,,,,,,,,
,RigC,45,81,,,,,,,,,,,,,,,,,
,Ring,39,79,,,,,,,,,,,,,,,,,
,rio,45,81,,,,,,,,,,,,,,,,,
,Ripple,45,81,,,,,,,,,,,,,,,,,
,RISC-V,45,81,,,,,,,,,,,,,,,,,
,rise,39,81,,,,,,,,,,,,,,,,,
,Rita,45,81,,,,,,,,,,,,,,,,,
,RLaB,45,80,,,,,,,,,,,,,,,,,
,RLISP,44,81,,,,,,,,,,,,,,,,,
,rlmeta,45,81,,,,,,,,,,,,,,,,,
,rlox,45,81,,,,,,,,,,,,,,,,,
,RMarkdown,45,79,,,,,,,,,,,,,,,,,
,Robic,45,81,,,,,,,,,,,,,,,,,
,RoboMind,45,81,,,,,,,,,,,,,,,,,
,Robot Battle,45,81,,,,,,,,,,,,,,,,,
,RoboTalk,45,81,,,,,,,,,,,,,,,,,
,robotc,45,81,,,,,,,,,,,,,,,,,
,RobotFramework,45,81,,,,,,,,,,,,,,,,,
,Robots.txt,45,81,,,,,,,,,,,,,,,,,
,Roc,45,81,,,,,,,,,,,,,,,,,
,rocket,45,81,,,,,,,,,,,,,,,,,
,Rockstar,45,81,,,,,,,,,,,,,,,,,
,rockstar-rkt,45,81,,,,,,,,,,,,,,,,,
,Rocky Mountain BASIC,45,81,,,,,,,,,,,,,,,,,
,ROFF,45,81,,,,,,,,,,,,,,,,,
,ROL,45,81,,,,,,,,,,,,,,,,,
,ROL2,45,81,,,,,,,,,,,,,,,,,
,Roman abacus,45,81,,,,,,,,,,,,,,,,,
,Roman numerals,45,81,,,,,,,,,,,,,,,,,
,Ron,45,81,,,,,,,,,,,,,,,,,
,ROOP,45,81,,,,,,,,,,,,,,,,,
,ROOT,45,81,,,,,,,,,,,,,,,,,
,root-format,45,81,,,,,,,,,,,,,,,,,
,ROS Message,45,81,,,,,,,,,,,,,,,,,
,ROSCOE,45,81,,,,,,,,,,,,,,,,,
,Rosetta SMALLTALK,45,81,,,,,,,,,,,,,,,,,
,Rosetta-2,45,81,,,,,,,,,,,,,,,,,
,Rosette,45,81,,,,,,,,,,,,,,,,,
,rosette-lang,45,81,,,,,,,,,,,,,,,,,
,rosie,45,81,,,,,,,,,,,,,,,,,
,Roslyn compiler,45,81,,,,,,,,,,,,,,,,,
,Rouge,45,81,,,,,,,,,,,,,,,,,
,roy,45,80,,,,,,,,,,,,,,,,,
,RoyalScript,45,81,,,,,,,,,,,,,,,,,
,RPG,42,45,,,,,,,,,,,,,,,,,
,RPG II,45,81,,,,,,,,,,,,,,,,,
,RPG III,45,81,,,,,,,,,,,,,,,,,
,RPL,45,78,,,,,,,,,,,,,,,,,
,Rpm,45,81,,,,,,,,,,,,,,,,,
,RPM Spec,45,81,,,,,,,,,,,,,,,,,
,rpscript,45,81,,,,,,,,,,,,,,,,,
,RPT,45,81,,,,,,,,,,,,,,,,,
,RQL,45,81,,,,,,,,,,,,,,,,,
,rsharp,45,81,,,,,,,,,,,,,,,,,
,RSS,45,81,,,,,,,,,,,,,,,,,
,RStudio,45,81,,,,,,,,,,,,,,,,,
,RT-ASLAN,45,81,,,,,,,,,,,,,,,,,
,RT-CDL,45,81,,,,,,,,,,,,,,,,,
,RTF,45,81,,,,,,,,,,,,,,,,,
,RTL/2,45,81,,,,,,,,,,,,,,,,,
,RT-Z,45,81,,,,,,,,,,,,,,,,,
,ru,45,81,,,,,,,,,,,,,,,,,
,Ruby,32,32,,,,,,,,,,,,,,,,,
,Ruby Document format,45,81,,,,,,,,,,,,,,,,,
,Ruby on Rails,45,80,,,,,,,,,,,,,,,,,
,RubyGems,45,81,,,,,,,,,,,,,,,,,
,ruby-mine-editor,45,81,,,,,,,,,,,,,,,,,
,RuleML,45,81,,,,,,,,,,,,,,,,,
,Run BASIC,45,81,,,,,,,,,,,,,,,,,
,RUNCIBLE,45,81,,,,,,,,,,,,,,,,,
,runescript,45,81,,,,,,,,,,,,,,,,,
,runic,45,81,,,,,,,,,,,,,,,,,
,runiq,45,81,,,,,,,,,,,,,,,,,
,RUNOFF,44,81,,,,,,,,,,,,,,,,,
,RunRev,45,81,,,,,,,,,,,,,,,,,
,Ruri,45,81,,,,,,,,,,,,,,,,,
,RUSSELL,45,81,,,,,,,,,,,,,,,,,
,Rust,10,32,,,,,,,,,,,,,,,,,
,Rust HIR,45,81,,,,,,,,,,,,,,,,,
,Rust MIR,45,81,,,,,,,,,,,,,,,,,
,RustScript,45,81,,,,,,,,,,,,,,,,,
,RUTH,45,81,,,,,,,,,,,,,,,,,
,Rye,45,81,,,,,,,,,,,,,,,,,
,S,45,78,,,,,,,,,,,,,,,,,
,S/SL,45,81,,,,,,,,,,,,,,,,,
,S3,45,81,,,,,,,,,,,,,,,,,
,SA,45,81,,,,,,,,,,,,,,,,,
,SAAL,45,81,,,,,,,,,,,,,,,,,
,SAC,45,81,,,,,,,,,,,,,,,,,
,SA-C,45,81,,,,,,,,,,,,,,,,,
,SAC-1,45,81,,,,,,,,,,,,,,,,,
,SAC-2,45,81,,,,,,,,,,,,,,,,,
,Sage,43,79,,,,,,,,,,,,,,,,,
,SALE,45,81,,,,,,,,,,,,,,,,,
,SALEM,45,81,,,,,,,,,,,,,,,,,
,S-algol,45,81,,,,,,,,,,,,,,,,,
,SaltStack,45,80,,,,,,,,,,,,,,,,,
,Sam Coupé,45,81,,,,,,,,,,,,,,,,,
,SAM file format,45,81,,,,,,,,,,,,,,,,,
,SAM76,45,81,,,,,,,,,,,,,,,,,
,Sampletalk,45,81,,,,,,,,,,,,,,,,,
,SAOL,45,81,,,,,,,,,,,,,,,,,
,SAP HANA,45,81,,,,,,,,,,,,,,,,,
,Sapphire,45,81,,,,,,,,,,,,,,,,,
,SARL,45,81,,,,,,,,,,,,,,,,,
,SARTEX,45,81,,,,,,,,,,,,,,,,,
,SAS,35,25,,,,,,,,,,,,,,,,,
,SASL,45,81,,,,,,,,,,,,,,,,,
,Sass,44,74,,,,,,,,,,,,,,,,,
,Sassy,45,81,,,,,,,,,,,,,,,,,
,Sather,42,80,,,,,,,,,,,,,,,,,
,Sather-K,45,81,,,,,,,,,,,,,,,,,
,SATySFi,45,81,,,,,,,,,,,,,,,,,
,SAUSTALL,45,81,,,,,,,,,,,,,,,,,
,Savi,45,81,,,,,,,,,,,,,,,,,
,Sawzall,45,81,,,,,,,,,,,,,,,,,
,SBA,45,79,,,,,,,,,,,,,,,,,
,SBASIC,45,81,,,,,,,,,,,,,,,,,
,SB-ONE,45,81,,,,,,,,,,,,,,,,,
,Scala,19,15,,,,,,,,,,,,,,,,,
,Scala Markup Language,45,81,,,,,,,,,,,,,,,,,
,Scala.js,42,81,,,,,,,,,,,,,,,,,
,SCALPEL,45,81,,,,,,,,,,,,,,,,,
,SCAN,41,81,,,,,,,,,,,,,,,,,
,SCAT,45,81,,,,,,,,,,,,,,,,,
,Scenic,45,81,,,,,,,,,,,,,,,,,
,Schema for Object-Oriented XML,45,81,,,,,,,,,,,,,,,,,
,Schema.org,45,81,,,,,,,,,,,,,,,,,
,SCHEMAL,45,81,,,,,,,,,,,,,,,,,
,Schematron,45,81,,,,,,,,,,,,,,,,,
,Scheme,22,58,,,,,,,,,,,,,,,,,
,Scheme 2-D,45,81,,,,,,,,,,,,,,,,,
,School,45,78,,,,,,,,,,,,,,,,,
,Schoonschip,45,81,,,,,,,,,,,,,,,,,
,Schrödinger's Equation,45,81,,,,,,,,,,,,,,,,,
,Scieneer Common Lisp,45,81,,,,,,,,,,,,,,,,,
,Scikit-learn,45,81,,,,,,,,,,,,,,,,,
,Scilab,35,66,,,,,,,,,,,,,,,,,
,SCIL-VP,45,81,,,,,,,,,,,,,,,,,
,SciPy,45,73,,,,,,,,,,,,,,,,,
,Sclipting,45,81,,,,,,,,,,,,,,,,,
,SCM,45,81,,,,,,,,,,,,,,,,,
,Scoop,45,81,,,,,,,,,,,,,,,,,
,scopes,45,81,,,,,,,,,,,,,,,,,
,score,45,81,,,,,,,,,,,,,,,,,
,Scratch,5,41,,,,,,,,,,,,,,,,,
,Scratchpad,45,81,,,,,,,,,,,,,,,,,
,Scratchpad II,45,81,,,,,,,,,,,,,,,,,
,SCREAMER,45,81,,,,,,,,,,,,,,,,,
,scribble,45,81,,,,,,,,,,,,,,,,,
,Scribe,45,81,,,,,,,,,,,,,,,,,
,Scrimshaw,45,81,,,,,,,,,,,,,,,,,
,SCRIPT markup,45,81,,,,,,,,,,,,,,,,,
,Script.NET,45,81,,,,,,,,,,,,,,,,,
,ScriptBasic,45,81,,,,,,,,,,,,,,,,,
,ScriptEase,45,81,,,,,,,,,,,,,,,,,
,Scriptol,45,81,,,,,,,,,,,,,,,,,
,ScriptX,45,81,,,,,,,,,,,,,,,,,
,Scroll,45,81,,,,,,,,,,,,,,,,,
,Scsh,45,81,,,,,,,,,,,,,,,,,
,SCSS,45,79,,,,,,,,,,,,,,,,,
,SDF,45,81,,,,,,,,,,,,,,,,,
,sdf-format,45,81,,,,,,,,,,,,,,,,,
,SdlBasic,45,81,,,,,,,,,,,,,,,,,
,SDMS,45,81,,,,,,,,,,,,,,,,,
,SDTM,45,81,,,,,,,,,,,,,,,,,
,SEARCH,45,81,,,,,,,,,,,,,,,,,
,Secure Operations Language,45,81,,,,,,,,,,,,,,,,,
,Secure Scuttlebutt,45,81,,,,,,,,,,,,,,,,,
,Security Assertion Markup Language,45,81,,,,,,,,,,,,,,,,,
,sed,45,75,,,,,,,,,,,,,,,,,
,Seed7,45,81,,,,,,,,,,,,,,,,,
,SEGRAS,45,81,,,,,,,,,,,,,,,,,
,Self,43,80,,,,,,,,,,,,,,,,,
,SEMANOL,45,81,,,,,,,,,,,,,,,,,
,Semantic Patch Language,45,81,,,,,,,,,,,,,,,,,
,Semantic Versioning,45,81,,,,,,,,,,,,,,,,,
,Semantic Web Rule Language,45,81,,,,,,,,,,,,,,,,,
,semicolon,45,81,,,,,,,,,,,,,,,,,
,Semi-Thue,45,81,,,,,,,,,,,,,,,,,
,Sender Policy Framework,45,81,,,,,,,,,,,,,,,,,
,SenseTalk,45,81,,,,,,,,,,,,,,,,,
,sentient,45,81,,,,,,,,,,,,,,,,,
,Seph,45,81,,,,,,,,,,,,,,,,,
,sepi,45,81,,,,,,,,,,,,,,,,,
,Seq,45,81,,,,,,,,,,,,,,,,,
,Seque,45,81,,,,,,,,,,,,,,,,,
,SEQUEL 2,45,81,,,,,,,,,,,,,,,,,
,SequenceL,45,81,,,,,,,,,,,,,,,,,
,Sequential Pascal,45,81,,,,,,,,,,,,,,,,,
,Serious,45,81,,,,,,,,,,,,,,,,,
,Service Modeling Language,45,81,,,,,,,,,,,,,,,,,
,SESPATH,45,81,,,,,,,,,,,,,,,,,
,SESPOOL,45,81,,,,,,,,,,,,,,,,,
,Set-builder notation,45,81,,,,,,,,,,,,,,,,,
,SETL,34,74,,,,,,,,,,,,,,,,,
,SetLog,45,81,,,,,,,,,,,,,,,,,
,setlx,45,81,,,,,,,,,,,,,,,,,
,Setun,45,81,,,,,,,,,,,,,,,,,
,SEVAL,45,81,,,,,,,,,,,,,,,,,
,S-expressions,45,81,,,,,,,,,,,,,,,,,
,Seymour,45,81,,,,,,,,,,,,,,,,,
,SFC,45,81,,,,,,,,,,,,,,,,,
,SGML,44,76,,,,,,,,,,,,,,,,,
,sh,45,81,,,,,,,,,,,,,,,,,
,SHA-1,45,81,,,,,,,,,,,,,,,,,
,SHA-2,45,81,,,,,,,,,,,,,,,,,
,SHA-3,45,81,,,,,,,,,,,,,,,,,
,shadama,45,81,,,,,,,,,,,,,,,,,
,shade,45,81,,,,,,,,,,,,,,,,,
,ShaderLab,45,81,,,,,,,,,,,,,,,,,
,SHADOW,45,80,,,,,,,,,,,,,,,,,
,Shakespeare,45,80,,,,,,,,,,,,,,,,,
,shakti,45,81,,,,,,,,,,,,,,,,,
,sham,45,81,,,,,,,,,,,,,,,,,
,Shapefile,45,81,,,,,,,,,,,,,,,,,
,ShapeUp,45,81,,,,,,,,,,,,,,,,,
,Shared Dataspace Language,45,81,,,,,,,,,,,,,,,,,
,Shared Prolog,45,81,,,,,,,,,,,,,,,,,
,sharpscript,45,81,,,,,,,,,,,,,,,,,
,Sheep,45,79,,,,,,,,,,,,,,,,,
,SheerPower 4GL,45,81,,,,,,,,,,,,,,,,,
,SheerPower4GL,45,81,,,,,,,,,,,,,,,,,
,Shen,45,81,,,,,,,,,,,,,,,,,
,ShEx,45,81,,,,,,,,,,,,,,,,,
,SHIFT,34,81,,,,,,,,,,,,,,,,,
,shill,45,81,,,,,,,,,,,,,,,,,
,shiv,45,81,,,,,,,,,,,,,,,,,
,shml,45,81,,,,,,,,,,,,,,,,,
,SHOE,45,81,,,,,,,,,,,,,,,,,
,Short Code computer language,45,81,,,,,,,,,,,,,,,,,
,SHRDLU,45,81,,,,,,,,,,,,,,,,,
,SI,43,81,,,,,,,,,,,,,,,,,
,SI Library,45,81,,,,,,,,,,,,,,,,,
,Sibelius,45,81,,,,,,,,,,,,,,,,,
,Sibilant,45,81,,,,,,,,,,,,,,,,,
,SIDOPS+,45,81,,,,,,,,,,,,,,,,,
,sierra,45,81,,,,,,,,,,,,,,,,,
,Sieve mail filtering language,45,81,,,,,,,,,,,,,,,,,
,SIGMA 76,45,81,,,,,,,,,,,,,,,,,
,SIGNAL,45,81,,,,,,,,,,,,,,,,,
,SIL,45,81,,,,,,,,,,,,,,,,,
,sile,45,81,,,,,,,,,,,,,,,,,
,Silicon Graphics Image,45,81,,,,,,,,,,,,,,,,,
,silk,45,81,,,,,,,,,,,,,,,,,
,sill,45,81,,,,,,,,,,,,,,,,,
,Sim++,45,81,,,,,,,,,,,,,,,,,
,SIMAN,44,81,,,,,,,,,,,,,,,,,
,SIMAN IV,45,81,,,,,,,,,,,,,,,,,
,SIMCAL,45,81,,,,,,,,,,,,,,,,,
,SimCode,45,81,,,,,,,,,,,,,,,,,
,SIMDIS,45,81,,,,,,,,,,,,,,,,,
,SIMFACTORY,45,81,,,,,,,,,,,,,,,,,
,simit,45,81,,,,,,,,,,,,,,,,,
,Simkin,45,81,,,,,,,,,,,,,,,,,
,SIML/I,45,81,,,,,,,,,,,,,,,,,
,SIMNET,45,81,,,,,,,,,,,,,,,,,
,SIMODULA,45,81,,,,,,,,,,,,,,,,,
,Simons' BASIC,45,81,,,,,,,,,,,,,,,,,
,SIMPAS,45,81,,,,,,,,,,,,,,,,,
,SIMPL,45,80,,,,,,,,,,,,,,,,,
,SIMPLE,45,81,,,,,,,,,,,,,,,,,
,Simple Actor Language System and Architecture,45,81,,,,,,,,,,,,,,,,,
,Simple Binary Encoding,45,81,,,,,,,,,,,,,,,,,
,Simple Stackless Lisp,45,81,,,,,,,,,,,,,,,,,
,SimpleScript,45,81,,,,,,,,,,,,,,,,,
,Simplicity,45,81,,,,,,,,,,,,,,,,,
,SIMSCRIPT,45,77,,,,,,,,,,,,,,,,,
,SIMUL,45,81,,,,,,,,,,,,,,,,,
,Simula,31,76,,,,,,,,,,,,,,,,,
,SIMULA 67,45,81,,,,,,,,,,,,,,,,,
,Simulink,32,63,,,,,,,,,,,,,,,,,
,sina,45,81,,,,,,,,,,,,,,,,,
,Sinclair BASIC,45,81,,,,,,,,,,,,,,,,,
,Sing Sharp,45,81,,,,,,,,,,,,,,,,,
,singular,45,81,,,,,,,,,,,,,,,,,
,SipHash,45,81,,,,,,,,,,,,,,,,,
,Siprol,45,81,,,,,,,,,,,,,,,,,
,Siri,45,81,,,,,,,,,,,,,,,,,
,SISAL,45,81,,,,,,,,,,,,,,,,,
,SISC,45,81,,,,,,,,,,,,,,,,,
,Sitemap,45,81,,,,,,,,,,,,,,,,,
,sixten,45,81,,,,,,,,,,,,,,,,,
,sizzle,45,79,,,,,,,,,,,,,,,,,
,SK8,45,81,,,,,,,,,,,,,,,,,
,Sketchpad,45,81,,,,,,,,,,,,,,,,,
,Sketchpad III,45,81,,,,,,,,,,,,,,,,,
,skew,45,81,,,,,,,,,,,,,,,,,
,SKIL,45,81,,,,,,,,,,,,,,,,,
,skip,45,80,,,,,,,,,,,,,,,,,
,skookumscript,45,81,,,,,,,,,,,,,,,,,
,skulpt,45,81,,,,,,,,,,,,,,,,,
,SKY,45,81,,,,,,,,,,,,,,,,,
,SL,45,81,,,,,,,,,,,,,,,,,
,SL5,45,81,,,,,,,,,,,,,,,,,
,SLAM II,45,81,,,,,,,,,,,,,,,,,
,SLANG,45,81,,,,,,,,,,,,,,,,,
,s-lang,45,81,,,,,,,,,,,,,,,,,
,Slash,45,81,,,,,,,,,,,,,,,,,
,SLEUTH,45,81,,,,,,,,,,,,,,,,,
,Slice,45,81,,,,,,,,,,,,,,,,,
,Slick,45,81,,,,,,,,,,,,,,,,,
,Slideshow,45,81,,,,,,,,,,,,,,,,,
,Slim,41,79,,,,,,,,,,,,,,,,,
,slim-pl,45,81,,,,,,,,,,,,,,,,,
,SLIP,45,81,,,,,,,,,,,,,,,,,
,SLIPS,45,81,,,,,,,,,,,,,,,,,
,SLOG,45,81,,,,,,,,,,,,,,,,,
,Slony,45,81,,,,,,,,,,,,,,,,,
,Slope,45,81,,,,,,,,,,,,,,,,,
,SLPL,45,81,,,,,,,,,,,,,,,,,
,SMALGOL,45,81,,,,,,,,,,,,,,,,,
,Smali,44,81,,,,,,,,,,,,,,,,,
,Small,45,77,,,,,,,,,,,,,,,,,
,Small Euclid,45,81,,,,,,,,,,,,,,,,,
,SmallBASIC,45,81,,,,,,,,,,,,,,,,,
,Small-C,45,81,,,,,,,,,,,,,,,,,
,Smalltalk,29,50,,,,,,,,,,,,,,,,,
,Smalltalk MT,45,81,,,,,,,,,,,,,,,,,
,Smalltalk YX,45,81,,,,,,,,,,,,,,,,,
,Smalltalk/V,45,81,,,,,,,,,,,,,,,,,
,Smalltalk-76,45,81,,,,,,,,,,,,,,,,,
,Smalltalk-80,45,81,,,,,,,,,,,,,,,,,
,smalltalkhub-pm,45,81,,,,,,,,,,,,,,,,,
,SmallVDM,45,81,,,,,,,,,,,,,,,,,
,SMALL-X,45,81,,,,,,,,,,,,,,,,,
,SMART,45,81,,,,,,,,,,,,,,,,,
,SmartGameFormat,45,81,,,,,,,,,,,,,,,,,
,Smartsheet,45,81,,,,,,,,,,,,,,,,,
,Smarty,45,77,,,,,,,,,,,,,,,,,
,SMDL,45,81,,,,,,,,,,,,,,,,,
,SMIL,45,81,,,,,,,,,,,,,,,,,
,Smile data interchange format,45,81,,,,,,,,,,,,,,,,,
,Smiles,45,81,,,,,,,,,,,,,,,,,
,SMILES arbitrary target specification,45,81,,,,,,,,,,,,,,,,,
,Smithy,45,81,,,,,,,,,,,,,,,,,
,SMOKE,45,81,,,,,,,,,,,,,,,,,
,SMoLCS,45,81,,,,,,,,,,,,,,,,,
,SMSL,45,81,,,,,,,,,,,,,,,,,
,SMT,38,81,,,,,,,,,,,,,,,,,
,SMTP,44,80,,,,,,,,,,,,,,,,,
,SMX,45,81,,,,,,,,,,,,,,,,,
,snakemake,45,81,,,,,,,,,,,,,,,,,
,Snap!,45,81,,,,,,,,,,,,,,,,,
,SnapTag,45,81,,,,,,,,,,,,,,,,,
,SNBT,45,81,,,,,,,,,,,,,,,,,
,Snit,45,81,,,,,,,,,,,,,,,,,
,SNOBAT,45,81,,,,,,,,,,,,,,,,,
,SNOBOL,41,70,,,,,,,,,,,,,,,,,
,SNOBOL3,45,81,,,,,,,,,,,,,,,,,
,SNOBOL4,45,81,,,,,,,,,,,,,,,,,
,SNOOP,45,81,,,,,,,,,,,,,,,,,
,Snostorm,45,81,,,,,,,,,,,,,,,,,
,Snowball,45,81,,,,,,,,,,,,,,,,,
,Snowman,45,81,,,,,,,,,,,,,,,,,
,SNQL: A Social Network Query and Transformation Language,45,81,,,,,,,,,,,,,,,,,
,SOAP,37,70,,,,,,,,,,,,,,,,,
,Soar Markup Language,45,81,,,,,,,,,,,,,,,,,
,socialite,45,81,,,,,,,,,,,,,,,,,
,Socrata Query Language,45,81,,,,,,,,,,,,,,,,,
,Solaris,45,81,,,,,,,,,,,,,,,,,
,solaris-pm,45,81,,,,,,,,,,,,,,,,,
,solid,36,81,,,,,,,,,,,,,,,,,
,Solidity,32,60,,,,,,,,,,,,,,,,,
,SOLMAR,45,81,,,,,,,,,,,,,,,,,
,son,45,81,,,,,,,,,,,,,,,,,
,Sophia,45,81,,,,,,,,,,,,,,,,,
,SOQL,45,81,,,,,,,,,,,,,,,,,
,sora,45,81,,,,,,,,,,,,,,,,,
,SORCA,45,81,,,,,,,,,,,,,,,,,
,Sort Merge Generator,45,81,,,,,,,,,,,,,,,,,
,SOSL,45,81,,,,,,,,,,,,,,,,,
,souffle,45,81,,,,,,,,,,,,,,,,,
,soul,45,81,,,,,,,,,,,,,,,,,
,Soulver,45,81,,,,,,,,,,,,,,,,,
,souper,45,81,,,,,,,,,,,,,,,,,
,sourcelair-editor,45,81,,,,,,,,,,,,,,,,,
,SourcePawn,45,81,,,,,,,,,,,,,,,,,
,Sourcetree,45,81,,,,,,,,,,,,,,,,,
,Southampton BASIC System,45,81,,,,,,,,,,,,,,,,,
,Soy,45,81,,,,,,,,,,,,,,,,,
,SP/k,45,81,,,,,,,,,,,,,,,,,
,Space,45,81,,,,,,,,,,,,,,,,,
,SPADE,43,81,,,,,,,,,,,,,,,,,
,SPARC,45,76,,,,,,,,,,,,,,,,,
,SPARK,15,60,,,,,,,,,,,,,,,,,
,spark-pm,45,81,,,,,,,,,,,,,,,,,
,SPARQCode,45,81,,,,,,,,,,,,,,,,,
,SPARQL,27,77,,,,,,,,,,,,,,,,,
,Spatial,45,68,,,,,,,,,,,,,,,,,
,Speakeasy,45,81,,,,,,,,,,,,,,,,,
,Spec,45,81,,,,,,,,,,,,,,,,,
,Spec Sharp,45,81,,,,,,,,,,,,,,,,,
,SPECL,45,81,,,,,,,,,,,,,,,,,
,SPECOL,45,81,,,,,,,,,,,,,,,,,
,specrtl,45,81,,,,,,,,,,,,,,,,,
,Speech Synthesis Markup Language,45,81,,,,,,,,,,,,,,,,,
,Speedcoding,45,81,,,,,,,,,,,,,,,,,
,Speedie,45,81,,,,,,,,,,,,,,,,,
,Spice,45,80,,,,,,,,,,,,,,,,,
,Spice Lisp,45,81,,,,,,,,,,,,,,,,,
,spider,45,81,,,,,,,,,,,,,,,,,
,SpiderBasic,45,81,,,,,,,,,,,,,,,,,
,SPIL,45,81,,,,,,,,,,,,,,,,,
,Spill,44,80,,,,,,,,,,,,,,,,,
,Spin,45,81,,,,,,,,,,,,,,,,,
,SPIP,45,81,,,,,,,,,,,,,,,,,
,spiral,45,81,,,,,,,,,,,,,,,,,
,spir-v,45,81,,,,,,,,,,,,,,,,,
,SPITBOL,45,81,,,,,,,,,,,,,,,,,
,SPLAW,45,81,,,,,,,,,,,,,,,,,
,Spline Font Database,45,81,,,,,,,,,,,,,,,,,
,Split-C,45,81,,,,,,,,,,,,,,,,,
,S-PLUS,45,81,,,,,,,,,,,,,,,,,
,sporth,45,81,,,,,,,,,,,,,,,,,
,SPRINT,45,81,,,,,,,,,,,,,,,,,
,Sprite Operating System,45,81,,,,,,,,,,,,,,,,,
,spry,45,81,,,,,,,,,,,,,,,,,
,SPSS,40,67,,,,,,,,,,,,,,,,,
,Spyder,45,81,,,,,,,,,,,,,,,,,
,SQF,45,81,,,,,,,,,,,,,,,,,
,SQHTML,45,81,,,,,,,,,,,,,,,,,
,SQL,9,10,,,,,,,,,,,,,,,,,
,SQL/PSM,45,81,,,,,,,,,,,,,,,,,
,SQL-92,45,81,,,,,,,,,,,,,,,,,
,Sqlalchemy,45,77,,,,,,,,,,,,,,,,,
,sqlar-format,45,81,,,,,,,,,,,,,,,,,
,SQLite,45,70,,,,,,,,,,,,,,,,,
,sqlite-storage-format,45,81,,,,,,,,,,,,,,,,,
,SQLMP,45,81,,,,,,,,,,,,,,,,,
,SQLPL,45,81,,,,,,,,,,,,,,,,,
,SQRL,45,81,,,,,,,,,,,,,,,,,
,SQUARE,45,81,,,,,,,,,,,,,,,,,
,Squeak,37,78,,,,,,,,,,,,,,,,,
,SquidConf,45,81,,,,,,,,,,,,,,,,,
,squiggle,45,81,,,,,,,,,,,,,,,,,
,Squire,45,81,,,,,,,,,,,,,,,,,
,Squirrel,45,81,,,,,,,,,,,,,,,,,
,SQUOZE,45,81,,,,,,,,,,,,,,,,,
,SQURL,45,81,,,,,,,,,,,,,,,,,
,SR,45,81,,,,,,,,,,,,,,,,,
,SRecode Template,45,81,,,,,,,,,,,,,,,,,
,SRL,45,81,,,,,,,,,,,,,,,,,
,srv,45,81,,,,,,,,,,,,,,,,,
,SSI,45,81,,,,,,,,,,,,,,,,,
,SSL,45,81,,,,,,,,,,,,,,,,,
,ssl-lang,45,81,,,,,,,,,,,,,,,,,
,S-Snobol,45,81,,,,,,,,,,,,,,,,,
,stacklang,45,81,,,,,,,,,,,,,,,,,
,Stackless Python,45,81,,,,,,,,,,,,,,,,,
,STAGE2,45,81,,,,,,,,,,,,,,,,,
,Stalin,45,81,,,,,,,,,,,,,,,,,
,Stan,45,79,,,,,,,,,,,,,,,,,
